ride_id,started_at,ended_at,ride_length_minutes,start_station_name,end_station_name,user_type,neighborhood,zip_code,month,weekday
RID104560,2023-11-29 00:49:32.754550912,2023-11-29 01:16:32.754550912,27,Station D,Station D,casual,Downtown,60614,November,Wednesday
RID104561,2023-11-29 02:34:23.932786560,2023-11-29 03:23:23.932786560,49,Station C,Station D,member,Downtown,60615,November,Wednesday
RID104562,2023-11-29 04:19:15.111022208,2023-11-29 05:08:15.111022208,49,Station C,Station D,casual,Lincoln Park,60601,November,Wednesday
RID104563,2023-11-29 06:04:06.289257852,2023-11-29 06:42:06.289257852,38,Station A,Station A,member,Wicker Park,60601,November,Wednesday
RID104564,2023-11-29 07:48:57.467493500,2023-11-29 08:01:57.467493500,13,Station A,Station C,member,Downtown,60601,November,Wednesday
RID104565,2023-11-29 09:33:48.645729148,2023-11-29 10:01:48.645729148,28,Station C,Station D,member,Hyde Park,60615,November,Wednesday
RID104566,2023-11-29 11:18:39.823964796,2023-11-29 11:30:39.823964796,12,Station C,Station A,casual,Lincoln Park,60614,November,Wednesday
RID104567,2023-11-29 13:03:31.002200444,2023-11-29 13:14:31.002200444,11,Station A,Station A,member,Downtown,60622,November,Wednesday
RID104568,2023-11-29 14:48:22.180436088,2023-11-29 15:28:22.180436088,40,Station B,Station A,member,Wicker Park,60622,November,Wednesday
RID104569,2023-11-29 16:33:13.358671736,2023-11-29 16:55:13.358671736,22,Station D,Station C,member,Wicker Park,60601,November,Wednesday
RID104570,2023-11-29 18:18:04.536907384,2023-11-29 18:25:04.536907384,7,Station D,Station C,member,Lincoln Park,60622,November,Wednesday
RID104571,2023-11-29 20:02:55.715143032,2023-11-29 20:34:55.715143032,32,Station A,Station C,casual,Wicker Park,60615,November,Wednesday
RID104572,2023-11-29 21:47:46.893378676,2023-11-29 21:57:46.893378676,10,Station D,Station C,member,Hyde Park,60614,November,Wednesday
RID104573,2023-11-29 23:32:38.071614324,2023-11-30 00:20:38.071614324,48,Station A,Station B,casual,Hyde Park,60622,November,Wednesday
RID104574,2023-11-30 01:17:29.249849972,2023-11-30 02:05:29.249849972,48,Station A,Station C,casual,Downtown,60622,November,Thursday
RID104575,2023-11-30 03:02:20.428085620,2023-11-30 03:27:20.428085620,25,Station A,Station C,casual,Wicker Park,60614,November,Thursday
RID104576,2023-11-30 04:47:11.606321268,2023-11-30 05:19:11.606321268,32,Station A,Station C,casual,Hyde Park,60622,November,Thursday
RID104577,2023-11-30 06:32:02.784556912,2023-11-30 07:16:02.784556912,44,Station B,Station D,member,Lincoln Park,60614,November,Thursday
RID104578,2023-11-30 08:16:53.962792560,2023-11-30 09:14:53.962792560,58,Station C,Station D,casual,Wicker Park,60615,November,Thursday
RID104579,2023-11-30 10:01:45.141028208,2023-11-30 10:59:45.141028208,58,Station C,Station C,casual,Downtown,60615,November,Thursday
RID104580,2023-11-30 11:46:36.319263856,2023-11-30 11:51:36.319263856,5,Station B,Station B,casual,Lincoln Park,60615,November,Thursday
RID104581,2023-11-30 13:31:27.497499500,2023-11-30 14:11:27.497499500,40,Station D,Station D,casual,Lincoln Park,60601,November,Thursday
RID104582,2023-11-30 15:16:18.675735148,2023-11-30 15:41:18.675735148,25,Station D,Station A,member,Lincoln Park,60615,November,Thursday
RID104583,2023-11-30 17:01:09.853970796,2023-11-30 17:48:09.853970796,47,Station C,Station D,member,Hyde Park,60622,November,Thursday
RID104584,2023-11-30 18:46:01.032206444,2023-11-30 19:25:01.032206444,39,Station D,Station A,casual,Lincoln Park,60601,November,Thursday
RID104585,2023-11-30 20:30:52.210442092,2023-11-30 20:47:52.210442092,17,Station C,Station D,casual,Hyde Park,60601,November,Thursday
RID104586,2023-11-30 22:15:43.388677736,2023-11-30 23:08:43.388677736,53,Station C,Station C,casual,Lincoln Park,60601,November,Thursday
RID104587,2023-12-01 00:00:34.566913384,2023-12-01 00:58:34.566913384,58,Station B,Station D,member,Hyde Park,60615,December,Friday
RID104588,2023-12-01 01:45:25.745149032,2023-12-01 02:43:25.745149032,58,Station D,Station C,member,Wicker Park,60601,December,Friday
RID104589,2023-12-01 03:30:16.923384680,2023-12-01 03:44:16.923384680,14,Station B,Station C,member,Hyde Park,60615,December,Friday
RID104590,2023-12-01 05:15:08.101620328,2023-12-01 06:12:08.101620328,57,Station C,Station D,member,Hyde Park,60615,December,Friday
RID104591,2023-12-01 06:59:59.279855972,2023-12-01 07:47:59.279855972,48,Station C,Station A,member,Wicker Park,60601,December,Friday
RID104592,2023-12-01 08:44:50.458091620,2023-12-01 09:35:50.458091620,51,Station C,Station A,casual,Lincoln Park,60601,December,Friday
RID104593,2023-12-01 10:29:41.636327268,2023-12-01 11:26:41.636327268,57,Station A,Station D,member,Wicker Park,60622,December,Friday
RID104594,2023-12-01 12:14:32.814562916,2023-12-01 12:28:32.814562916,14,Station A,Station C,member,Lincoln Park,60601,December,Friday
RID104595,2023-12-01 13:59:23.992798560,2023-12-01 14:49:23.992798560,50,Station A,Station A,casual,Hyde Park,60615,December,Friday
RID104596,2023-12-01 15:44:15.171034208,2023-12-01 16:01:15.171034208,17,Station B,Station B,member,Lincoln Park,60622,December,Friday
RID104597,2023-12-01 17:29:06.349269856,2023-12-01 18:10:06.349269856,41,Station C,Station C,member,Hyde Park,60622,December,Friday
RID104598,2023-12-01 19:13:57.527505504,2023-12-01 19:55:57.527505504,42,Station D,Station D,member,Lincoln Park,60615,December,Friday
RID104599,2023-12-01 20:58:48.705741152,2023-12-01 21:26:48.705741152,28,Station B,Station C,casual,Hyde Park,60601,December,Friday
RID104600,2023-12-01 22:43:39.883976796,2023-12-01 22:49:39.883976796,6,Station B,Station B,member,Hyde Park,60601,December,Friday
RID104601,2023-12-02 00:28:31.062212444,2023-12-02 00:54:31.062212444,26,Station B,Station B,casual,Downtown,60614,December,Saturday
RID104602,2023-12-02 02:13:22.240448092,2023-12-02 02:34:22.240448092,21,Station D,Station A,casual,Lincoln Park,60601,December,Saturday
RID104603,2023-12-02 03:58:13.418683740,2023-12-02 04:38:13.418683740,40,Station C,Station B,member,Lincoln Park,60614,December,Saturday
RID104604,2023-12-02 05:43:04.596919384,2023-12-02 06:01:04.596919384,18,Station A,Station C,member,Downtown,60622,December,Saturday
RID104605,2023-12-02 07:27:55.775155032,2023-12-02 07:41:55.775155032,14,Station C,Station A,member,Hyde Park,60622,December,Saturday
RID104606,2023-12-02 09:12:46.953390680,2023-12-02 09:51:46.953390680,39,Station C,Station B,member,Hyde Park,60622,December,Saturday
RID104607,2023-12-02 10:57:38.131626328,2023-12-02 11:26:38.131626328,29,Station B,Station A,casual,Downtown,60614,December,Saturday
RID104608,2023-12-02 12:42:29.309861976,2023-12-02 12:49:29.309861976,7,Station B,Station A,member,Downtown,60615,December,Saturday
RID104609,2023-12-02 14:27:20.488097620,2023-12-02 15:18:20.488097620,51,Station B,Station D,casual,Wicker Park,60615,December,Saturday
RID104610,2023-12-02 16:12:11.666333268,2023-12-02 16:54:11.666333268,42,Station A,Station A,casual,Hyde Park,60622,December,Saturday
RID104611,2023-12-02 17:57:02.844568916,2023-12-02 18:18:02.844568916,21,Station A,Station A,casual,Wicker Park,60614,December,Saturday
RID104612,2023-12-02 19:41:54.022804564,2023-12-02 19:57:54.022804564,16,Station A,Station B,casual,Lincoln Park,60614,December,Saturday
RID104613,2023-12-02 21:26:45.201040212,2023-12-02 22:24:45.201040212,58,Station C,Station C,casual,Wicker Park,60622,December,Saturday
RID104614,2023-12-02 23:11:36.379275856,2023-12-03 00:07:36.379275856,56,Station B,Station C,member,Downtown,60601,December,Saturday
RID104615,2023-12-03 00:56:27.557511504,2023-12-03 01:24:27.557511504,28,Station D,Station B,casual,Downtown,60622,December,Sunday
RID104616,2023-12-03 02:41:18.735747152,2023-12-03 03:14:18.735747152,33,Station C,Station C,casual,Downtown,60614,December,Sunday
RID104617,2023-12-03 04:26:09.913982800,2023-12-03 05:13:09.913982800,47,Station A,Station A,member,Downtown,60601,December,Sunday
RID104618,2023-12-03 06:11:01.092218444,2023-12-03 06:40:01.092218444,29,Station D,Station D,member,Wicker Park,60615,December,Sunday
RID104619,2023-12-03 07:55:52.270454092,2023-12-03 08:35:52.270454092,40,Station D,Station A,casual,Wicker Park,60601,December,Sunday
RID104620,2023-12-03 09:40:43.448689740,2023-12-03 10:10:43.448689740,30,Station B,Station A,casual,Wicker Park,60615,December,Sunday
RID104621,2023-12-03 11:25:34.626925388,2023-12-03 12:07:34.626925388,42,Station D,Station D,member,Downtown,60614,December,Sunday
RID104622,2023-12-03 13:10:25.805161036,2023-12-03 13:15:25.805161036,5,Station A,Station B,casual,Downtown,60622,December,Sunday
RID104623,2023-12-03 14:55:16.983396680,2023-12-03 15:19:16.983396680,24,Station B,Station A,member,Hyde Park,60622,December,Sunday
RID104624,2023-12-03 16:40:08.161632328,2023-12-03 17:39:08.161632328,59,Station D,Station A,member,Hyde Park,60622,December,Sunday
RID104625,2023-12-03 18:24:59.339867976,2023-12-03 18:56:59.339867976,32,Station B,Station B,casual,Downtown,60622,December,Sunday
RID104626,2023-12-03 20:09:50.518103624,2023-12-03 20:29:50.518103624,20,Station D,Station A,member,Hyde Park,60622,December,Sunday
RID104627,2023-12-03 21:54:41.696339268,2023-12-03 22:45:41.696339268,51,Station C,Station A,casual,Lincoln Park,60614,December,Sunday
RID104628,2023-12-03 23:39:32.874574916,2023-12-04 00:00:32.874574916,21,Station C,Station C,casual,Lincoln Park,60614,December,Sunday
RID104629,2023-12-04 01:24:24.052810564,2023-12-04 02:08:24.052810564,44,Station A,Station B,casual,Downtown,60622,December,Monday
RID104630,2023-12-04 03:09:15.231046212,2023-12-04 03:41:15.231046212,32,Station C,Station A,member,Wicker Park,60601,December,Monday
RID104631,2023-12-04 04:54:06.409281860,2023-12-04 05:10:06.409281860,16,Station C,Station A,casual,Lincoln Park,60622,December,Monday
RID104632,2023-12-04 06:38:57.587517504,2023-12-04 07:09:57.587517504,31,Station C,Station D,member,Lincoln Park,60615,December,Monday
RID104633,2023-12-04 08:23:48.765753152,2023-12-04 09:21:48.765753152,58,Station D,Station D,casual,Wicker Park,60615,December,Monday
RID104634,2023-12-04 10:08:39.943988800,2023-12-04 11:05:39.943988800,57,Station D,Station D,casual,Hyde Park,60615,December,Monday
RID104635,2023-12-04 11:53:31.122224448,2023-12-04 12:39:31.122224448,46,Station B,Station A,member,Wicker Park,60615,December,Monday
RID104636,2023-12-04 13:38:22.300460096,2023-12-04 14:29:22.300460096,51,Station D,Station A,casual,Hyde Park,60622,December,Monday
RID104637,2023-12-04 15:23:13.478695740,2023-12-04 15:57:13.478695740,34,Station C,Station D,casual,Hyde Park,60615,December,Monday
RID104638,2023-12-04 17:08:04.656931388,2023-12-04 17:53:04.656931388,45,Station D,Station C,member,Wicker Park,60601,December,Monday
RID104639,2023-12-04 18:52:55.835167036,2023-12-04 19:30:55.835167036,38,Station A,Station C,member,Hyde Park,60622,December,Monday
RID104640,2023-12-04 20:37:47.013402684,2023-12-04 21:18:47.013402684,41,Station B,Station C,member,Lincoln Park,60615,December,Monday
RID104641,2023-12-04 22:22:38.191638328,2023-12-04 22:32:38.191638328,10,Station B,Station C,casual,Downtown,60622,December,Monday
RID104642,2023-12-05 00:07:29.369873976,2023-12-05 00:18:29.369873976,11,Station D,Station B,member,Hyde Park,60622,December,Tuesday
RID104643,2023-12-05 01:52:20.548109624,2023-12-05 02:28:20.548109624,36,Station C,Station D,member,Lincoln Park,60622,December,Tuesday
RID104644,2023-12-05 03:37:11.726345272,2023-12-05 04:13:11.726345272,36,Station B,Station A,casual,Wicker Park,60614,December,Tuesday
RID104645,2023-12-05 05:22:02.904580920,2023-12-05 06:19:02.904580920,57,Station A,Station D,member,Hyde Park,60615,December,Tuesday
RID104646,2023-12-05 07:06:54.082816564,2023-12-05 07:35:54.082816564,29,Station A,Station C,casual,Lincoln Park,60614,December,Tuesday
RID104647,2023-12-05 08:51:45.261052212,2023-12-05 09:28:45.261052212,37,Station B,Station A,casual,Hyde Park,60601,December,Tuesday
RID104648,2023-12-05 10:36:36.439287860,2023-12-05 11:35:36.439287860,59,Station C,Station B,member,Wicker Park,60601,December,Tuesday
RID104649,2023-12-05 12:21:27.617523508,2023-12-05 12:32:27.617523508,11,Station C,Station D,casual,Downtown,60614,December,Tuesday
RID104650,2023-12-05 14:06:18.795759152,2023-12-05 15:02:18.795759152,56,Station D,Station A,member,Hyde Park,60615,December,Tuesday
RID104651,2023-12-05 15:51:09.973994800,2023-12-05 16:07:09.973994800,16,Station D,Station A,member,Downtown,60622,December,Tuesday
RID104652,2023-12-05 17:36:01.152230448,2023-12-05 17:56:01.152230448,20,Station B,Station C,member,Hyde Park,60601,December,Tuesday
RID104653,2023-12-05 19:20:52.330466096,2023-12-05 19:40:52.330466096,20,Station D,Station C,member,Hyde Park,60601,December,Tuesday
RID104654,2023-12-05 21:05:43.508701744,2023-12-05 21:52:43.508701744,47,Station D,Station D,casual,Wicker Park,60601,December,Tuesday
RID104655,2023-12-05 22:50:34.686937388,2023-12-05 23:47:34.686937388,57,Station D,Station B,casual,Hyde Park,60615,December,Tuesday
RID104656,2023-12-06 00:35:25.865173036,2023-12-06 01:15:25.865173036,40,Station A,Station A,member,Lincoln Park,60614,December,Wednesday
RID104657,2023-12-06 02:20:17.043408684,2023-12-06 02:37:17.043408684,17,Station D,Station C,member,Lincoln Park,60614,December,Wednesday
RID104658,2023-12-06 04:05:08.221644332,2023-12-06 04:16:08.221644332,11,Station B,Station D,casual,Downtown,60615,December,Wednesday
RID104659,2023-12-06 05:49:59.399879980,2023-12-06 06:29:59.399879980,40,Station C,Station C,member,Downtown,60601,December,Wednesday
RID104660,2023-12-06 07:34:50.578115624,2023-12-06 08:25:50.578115624,51,Station D,Station D,casual,Lincoln Park,60615,December,Wednesday
RID104661,2023-12-06 09:19:41.756351272,2023-12-06 10:14:41.756351272,55,Station C,Station C,member,Downtown,60615,December,Wednesday
RID104662,2023-12-06 11:04:32.934586920,2023-12-06 11:17:32.934586920,13,Station D,Station B,casual,Downtown,60614,December,Wednesday
RID104663,2023-12-06 12:49:24.112822568,2023-12-06 13:25:24.112822568,36,Station B,Station A,casual,Lincoln Park,60615,December,Wednesday
RID104664,2023-12-06 14:34:15.291058212,2023-12-06 14:49:15.291058212,15,Station A,Station C,casual,Lincoln Park,60615,December,Wednesday
RID104665,2023-12-06 16:19:06.469293860,2023-12-06 16:31:06.469293860,12,Station B,Station A,member,Lincoln Park,60601,December,Wednesday
RID104666,2023-12-06 18:03:57.647529508,2023-12-06 18:40:57.647529508,37,Station A,Station D,member,Wicker Park,60622,December,Wednesday
RID104667,2023-12-06 19:48:48.825765156,2023-12-06 20:15:48.825765156,27,Station D,Station B,member,Wicker Park,60601,December,Wednesday
RID104668,2023-12-06 21:33:40.004000804,2023-12-06 22:02:40.004000804,29,Station D,Station A,member,Lincoln Park,60614,December,Wednesday
RID104669,2023-12-06 23:18:31.182236448,2023-12-06 23:30:31.182236448,12,Station A,Station C,member,Hyde Park,60622,December,Wednesday
RID104670,2023-12-07 01:03:22.360472096,2023-12-07 01:52:22.360472096,49,Station B,Station A,casual,Lincoln Park,60601,December,Thursday
RID104671,2023-12-07 02:48:13.538707744,2023-12-07 03:14:13.538707744,26,Station B,Station A,casual,Wicker Park,60615,December,Thursday
RID104672,2023-12-07 04:33:04.716943392,2023-12-07 04:41:04.716943392,8,Station A,Station D,casual,Downtown,60615,December,Thursday
RID104673,2023-12-07 06:17:55.895179036,2023-12-07 07:01:55.895179036,44,Station D,Station B,casual,Hyde Park,60622,December,Thursday
RID104674,2023-12-07 08:02:47.073414684,2023-12-07 08:09:47.073414684,7,Station A,Station B,casual,Hyde Park,60622,December,Thursday
RID104675,2023-12-07 09:47:38.251650332,2023-12-07 10:20:38.251650332,33,Station D,Station A,casual,Downtown,60615,December,Thursday
RID104676,2023-12-07 11:32:29.429885980,2023-12-07 12:17:29.429885980,45,Station A,Station A,casual,Hyde Park,60614,December,Thursday
RID104677,2023-12-07 13:17:20.608121628,2023-12-07 13:50:20.608121628,33,Station D,Station D,member,Downtown,60601,December,Thursday
RID104678,2023-12-07 15:02:11.786357272,2023-12-07 15:40:11.786357272,38,Station A,Station A,casual,Wicker Park,60615,December,Thursday
RID104679,2023-12-07 16:47:02.964592920,2023-12-07 17:25:02.964592920,38,Station C,Station D,member,Hyde Park,60601,December,Thursday
RID104680,2023-12-07 18:31:54.142828568,2023-12-07 19:03:54.142828568,32,Station D,Station B,casual,Hyde Park,60601,December,Thursday
RID104681,2023-12-07 20:16:45.321064216,2023-12-07 20:33:45.321064216,17,Station B,Station B,casual,Downtown,60601,December,Thursday
RID104682,2023-12-07 22:01:36.499299864,2023-12-07 22:20:36.499299864,19,Station A,Station D,member,Downtown,60601,December,Thursday
RID104683,2023-12-07 23:46:27.677535508,2023-12-08 00:13:27.677535508,27,Station B,Station A,casual,Wicker Park,60614,December,Thursday
RID104684,2023-12-08 01:31:18.855771156,2023-12-08 02:19:18.855771156,48,Station A,Station B,member,Downtown,60614,December,Friday
RID104685,2023-12-08 03:16:10.034006804,2023-12-08 03:46:10.034006804,30,Station B,Station C,casual,Downtown,60614,December,Friday
RID104686,2023-12-08 05:01:01.212242452,2023-12-08 05:09:01.212242452,8,Station B,Station D,member,Wicker Park,60615,December,Friday
RID104687,2023-12-08 06:45:52.390478096,2023-12-08 07:15:52.390478096,30,Station A,Station B,casual,Lincoln Park,60615,December,Friday
RID104688,2023-12-08 08:30:43.568713744,2023-12-08 09:14:43.568713744,44,Station A,Station B,member,Lincoln Park,60615,December,Friday
RID104689,2023-12-08 10:15:34.746949392,2023-12-08 10:28:34.746949392,13,Station B,Station B,member,Downtown,60614,December,Friday
RID104690,2023-12-08 12:00:25.925185040,2023-12-08 12:59:25.925185040,59,Station B,Station C,casual,Wicker Park,60601,December,Friday
RID104691,2023-12-08 13:45:17.103420688,2023-12-08 13:54:17.103420688,9,Station B,Station C,casual,Lincoln Park,60614,December,Friday
RID104692,2023-12-08 15:30:08.281656332,2023-12-08 16:06:08.281656332,36,Station D,Station C,member,Wicker Park,60615,December,Friday
RID104693,2023-12-08 17:14:59.459891980,2023-12-08 17:38:59.459891980,24,Station D,Station A,casual,Downtown,60622,December,Friday
RID104694,2023-12-08 18:59:50.638127628,2023-12-08 19:53:50.638127628,54,Station C,Station D,member,Downtown,60615,December,Friday
RID104695,2023-12-08 20:44:41.816363276,2023-12-08 20:59:41.816363276,15,Station D,Station A,casual,Wicker Park,60601,December,Friday
RID104696,2023-12-08 22:29:32.994598920,2023-12-08 22:48:32.994598920,19,Station D,Station C,member,Hyde Park,60614,December,Friday
RID104697,2023-12-09 00:14:24.172834568,2023-12-09 00:50:24.172834568,36,Station A,Station D,casual,Downtown,60622,December,Saturday
RID104698,2023-12-09 01:59:15.351070216,2023-12-09 02:31:15.351070216,32,Station C,Station A,member,Downtown,60622,December,Saturday
RID104699,2023-12-09 03:44:06.529305864,2023-12-09 04:10:06.529305864,26,Station C,Station A,casual,Downtown,60601,December,Saturday
RID104700,2023-12-09 05:28:57.707541512,2023-12-09 06:13:57.707541512,45,Station D,Station A,member,Downtown,60614,December,Saturday
RID104701,2023-12-09 07:13:48.885777156,2023-12-09 07:34:48.885777156,21,Station A,Station C,member,Wicker Park,60622,December,Saturday
RID104702,2023-12-09 08:58:40.064012804,2023-12-09 09:28:40.064012804,30,Station A,Station B,casual,Wicker Park,60615,December,Saturday
RID104703,2023-12-09 10:43:31.242248452,2023-12-09 11:31:31.242248452,48,Station C,Station D,casual,Wicker Park,60601,December,Saturday
RID104704,2023-12-09 12:28:22.420484100,2023-12-09 12:39:22.420484100,11,Station A,Station C,member,Wicker Park,60622,December,Saturday
RID104705,2023-12-09 14:13:13.598719748,2023-12-09 14:59:13.598719748,46,Station B,Station D,member,Hyde Park,60601,December,Saturday
RID104706,2023-12-09 15:58:04.776955392,2023-12-09 16:28:04.776955392,30,Station D,Station C,member,Wicker Park,60614,December,Saturday
RID104707,2023-12-09 17:42:55.955191040,2023-12-09 18:11:55.955191040,29,Station B,Station A,member,Wicker Park,60614,December,Saturday
RID104708,2023-12-09 19:27:47.133426688,2023-12-09 19:41:47.133426688,14,Station C,Station A,casual,Downtown,60614,December,Saturday
RID104709,2023-12-09 21:12:38.311662336,2023-12-09 22:01:38.311662336,49,Station C,Station B,member,Hyde Park,60615,December,Saturday
RID104710,2023-12-09 22:57:29.489897980,2023-12-09 23:20:29.489897980,23,Station A,Station B,member,Downtown,60622,December,Saturday
RID104711,2023-12-10 00:42:20.668133628,2023-12-10 00:57:20.668133628,15,Station A,Station D,member,Hyde Park,60614,December,Sunday
RID104712,2023-12-10 02:27:11.846369276,2023-12-10 02:44:11.846369276,17,Station C,Station B,casual,Lincoln Park,60615,December,Sunday
RID104713,2023-12-10 04:12:03.024604924,2023-12-10 05:09:03.024604924,57,Station C,Station B,member,Hyde Park,60614,December,Sunday
RID104714,2023-12-10 05:56:54.202840572,2023-12-10 06:08:54.202840572,12,Station B,Station D,casual,Hyde Park,60614,December,Sunday
RID104715,2023-12-10 07:41:45.381076216,2023-12-10 08:25:45.381076216,44,Station B,Station C,casual,Downtown,60622,December,Sunday
RID104716,2023-12-10 09:26:36.559311864,2023-12-10 09:34:36.559311864,8,Station A,Station B,casual,Hyde Park,60615,December,Sunday
RID104717,2023-12-10 11:11:27.737547512,2023-12-10 12:02:27.737547512,51,Station B,Station C,casual,Hyde Park,60614,December,Sunday
RID104718,2023-12-10 12:56:18.915783160,2023-12-10 13:31:18.915783160,35,Station A,Station A,casual,Downtown,60615,December,Sunday
RID104719,2023-12-10 14:41:10.094018804,2023-12-10 15:13:10.094018804,32,Station A,Station B,casual,Lincoln Park,60615,December,Sunday
RID104720,2023-12-10 16:26:01.272254452,2023-12-10 16:41:01.272254452,15,Station D,Station A,casual,Lincoln Park,60614,December,Sunday
RID104721,2023-12-10 18:10:52.450490100,2023-12-10 18:57:52.450490100,47,Station A,Station A,member,Lincoln Park,60614,December,Sunday
RID104722,2023-12-10 19:55:43.628725748,2023-12-10 20:00:43.628725748,5,Station B,Station C,member,Hyde Park,60601,December,Sunday
RID104723,2023-12-10 21:40:34.806961396,2023-12-10 22:33:34.806961396,53,Station C,Station D,casual,Downtown,60622,December,Sunday
RID104724,2023-12-10 23:25:25.985197040,2023-12-11 00:16:25.985197040,51,Station C,Station B,member,Lincoln Park,60614,December,Sunday
RID104725,2023-12-11 01:10:17.163432688,2023-12-11 02:06:17.163432688,56,Station B,Station C,member,Lincoln Park,60601,December,Monday
RID104726,2023-12-11 02:55:08.341668336,2023-12-11 03:37:08.341668336,42,Station C,Station D,casual,Lincoln Park,60622,December,Monday
RID104727,2023-12-11 04:39:59.519903984,2023-12-11 05:07:59.519903984,28,Station A,Station A,member,Lincoln Park,60614,December,Monday
RID104728,2023-12-11 06:24:50.698139632,2023-12-11 07:22:50.698139632,58,Station C,Station B,casual,Downtown,60615,December,Monday
RID104729,2023-12-11 08:09:41.876375276,2023-12-11 09:00:41.876375276,51,Station B,Station A,member,Lincoln Park,60622,December,Monday
RID104730,2023-12-11 09:54:33.054610924,2023-12-11 10:29:33.054610924,35,Station C,Station A,casual,Hyde Park,60615,December,Monday
RID104731,2023-12-11 11:39:24.232846572,2023-12-11 12:24:24.232846572,45,Station A,Station B,casual,Hyde Park,60601,December,Monday
RID104732,2023-12-11 13:24:15.411082220,2023-12-11 14:14:15.411082220,50,Station A,Station D,member,Downtown,60614,December,Monday
RID104733,2023-12-11 15:09:06.589317864,2023-12-11 16:03:06.589317864,54,Station B,Station D,member,Wicker Park,60601,December,Monday
RID104734,2023-12-11 16:53:57.767553512,2023-12-11 17:23:57.767553512,30,Station B,Station B,casual,Lincoln Park,60614,December,Monday
RID104735,2023-12-11 18:38:48.945789160,2023-12-11 19:31:48.945789160,53,Station B,Station B,casual,Lincoln Park,60614,December,Monday
RID104736,2023-12-11 20:23:40.124024808,2023-12-11 21:17:40.124024808,54,Station D,Station C,casual,Hyde Park,60615,December,Monday
RID104737,2023-12-11 22:08:31.302260456,2023-12-11 22:17:31.302260456,9,Station D,Station C,member,Downtown,60601,December,Monday
RID104738,2023-12-11 23:53:22.480496100,2023-12-12 00:17:22.480496100,24,Station A,Station A,member,Wicker Park,60615,December,Monday
RID104739,2023-12-12 01:38:13.658731748,2023-12-12 02:34:13.658731748,56,Station D,Station B,member,Hyde Park,60615,December,Tuesday
RID104740,2023-12-12 03:23:04.836967396,2023-12-12 04:08:04.836967396,45,Station D,Station D,member,Wicker Park,60615,December,Tuesday
RID104741,2023-12-12 05:07:56.015203044,2023-12-12 05:22:56.015203044,15,Station C,Station A,casual,Downtown,60601,December,Tuesday
RID104742,2023-12-12 06:52:47.193438688,2023-12-12 07:50:47.193438688,58,Station D,Station A,casual,Downtown,60614,December,Tuesday
RID104743,2023-12-12 08:37:38.371674336,2023-12-12 09:14:38.371674336,37,Station C,Station A,casual,Downtown,60614,December,Tuesday
RID104744,2023-12-12 10:22:29.549909984,2023-12-12 11:16:29.549909984,54,Station B,Station A,casual,Hyde Park,60601,December,Tuesday
RID104745,2023-12-12 12:07:20.728145632,2023-12-12 12:49:20.728145632,42,Station C,Station D,member,Downtown,60614,December,Tuesday
RID104746,2023-12-12 13:52:11.906381280,2023-12-12 14:23:11.906381280,31,Station C,Station A,casual,Hyde Park,60601,December,Tuesday
RID104747,2023-12-12 15:37:03.084616924,2023-12-12 16:15:03.084616924,38,Station B,Station B,casual,Hyde Park,60601,December,Tuesday
RID104748,2023-12-12 17:21:54.262852572,2023-12-12 17:40:54.262852572,19,Station B,Station C,member,Lincoln Park,60614,December,Tuesday
RID104749,2023-12-12 19:06:45.441088220,2023-12-12 19:42:45.441088220,36,Station A,Station D,member,Hyde Park,60622,December,Tuesday
RID104750,2023-12-12 20:51:36.619323868,2023-12-12 21:16:36.619323868,25,Station A,Station B,casual,Hyde Park,60615,December,Tuesday
RID104751,2023-12-12 22:36:27.797559516,2023-12-12 23:26:27.797559516,50,Station A,Station B,member,Lincoln Park,60601,December,Tuesday
RID104752,2023-12-13 00:21:18.975795160,2023-12-13 00:30:18.975795160,9,Station A,Station B,casual,Wicker Park,60601,December,Wednesday
RID104753,2023-12-13 02:06:10.154030808,2023-12-13 02:16:10.154030808,10,Station C,Station C,member,Lincoln Park,60622,December,Wednesday
RID104754,2023-12-13 03:51:01.332266456,2023-12-13 04:33:01.332266456,42,Station C,Station C,member,Lincoln Park,60601,December,Wednesday
RID104755,2023-12-13 05:35:52.510502104,2023-12-13 06:01:52.510502104,26,Station A,Station C,casual,Downtown,60601,December,Wednesday
RID104756,2023-12-13 07:20:43.688737748,2023-12-13 07:42:43.688737748,22,Station D,Station B,member,Downtown,60614,December,Wednesday
RID104757,2023-12-13 09:05:34.866973396,2023-12-13 09:23:34.866973396,18,Station A,Station C,casual,Lincoln Park,60614,December,Wednesday
RID104758,2023-12-13 10:50:26.045209044,2023-12-13 11:04:26.045209044,14,Station D,Station A,member,Downtown,60622,December,Wednesday
RID104759,2023-12-13 12:35:17.223444692,2023-12-13 13:25:17.223444692,50,Station B,Station C,member,Lincoln Park,60601,December,Wednesday
RID104760,2023-12-13 14:20:08.401680340,2023-12-13 14:37:08.401680340,17,Station C,Station D,member,Downtown,60615,December,Wednesday
RID104761,2023-12-13 16:04:59.579915984,2023-12-13 16:39:59.579915984,35,Station C,Station B,member,Hyde Park,60614,December,Wednesday
RID104762,2023-12-13 17:49:50.758151632,2023-12-13 18:23:50.758151632,34,Station D,Station B,member,Downtown,60615,December,Wednesday
RID104763,2023-12-13 19:34:41.936387280,2023-12-13 19:41:41.936387280,7,Station A,Station A,casual,Downtown,60615,December,Wednesday
