ride_id,started_at,ended_at,ride_length_minutes,start_station_name,end_station_name,user_type,neighborhood,zip_code
RIDE103540,2023-01-17,2023-01-17 00:49:00,49.0,Station B,Station B,casual,Uptown,60614
RIDE103541,2023-08-19,2023-08-19 00:33:00,33.0,Station D,Station A,member,Wicker Park,60622
RIDE103542,2023-05-15,2023-05-15 01:37:00,97.0,Station B,Station A,member,Wicker Park,60622
RIDE103543,2023-06-28,2023-06-28 00:41:00,41.0,Station B,Station A,casual,Uptown,60614
RIDE103544,2023-02-14,2023-02-14 00:37:00,37.0,Station C,Station B,casual,Wicker Park,60622
RIDE103545,2023-08-13,2023-08-13 00:29:00,29.0,Station E,Station D,casual,Downtown,60614
RIDE103546,2023-03-02,2023-03-02 00:09:00,9.0,Station A,Station E,casual,Lincoln Park,60601
RIDE103547,2023-05-02,2023-05-02 00:08:00,8.0,Station E,Station E,casual,Uptown,60614
RIDE103548,2023-04-18,2023-04-18 01:24:00,84.0,Station D,Station C,casual,Hyde Park,60640
RIDE103549,2023-10-29,2023-10-29 00:16:00,16.0,Station A,Station C,casual,Uptown,60622
RIDE103550,2023-12-19,2023-12-19 00:12:00,12.0,Station C,Station A,casual,Hyde Park,60615
RIDE103551,2023-06-29,2023-06-29 01:21:00,81.0,Station D,Station E,member,Uptown,60622
RIDE103552,2023-12-30,2023-12-30 01:29:00,89.0,Station D,Station D,casual,Lincoln Park,60614
RIDE103553,2023-11-09,2023-11-09 01:59:00,119.0,Station B,Station A,casual,Wicker Park,60615
RIDE103554,2023-11-20,2023-11-20 01:51:00,111.0,Station A,Station B,casual,Uptown,60640
RIDE103555,2023-08-08,2023-08-08 00:32:00,32.0,Station B,Station B,casual,Hyde Park,60614
RIDE103556,2023-03-26,2023-03-26 01:21:00,81.0,Station A,Station A,member,Lincoln Park,60601
RIDE103557,2023-11-12,2023-11-12 01:26:00,86.0,Station D,Station D,casual,Wicker Park,60640
RIDE103558,2023-03-13,2023-03-13 00:20:00,20.0,Station C,Station D,casual,Lincoln Park,60622
RIDE103559,2023-04-16,2023-04-16 01:35:00,95.0,Station C,Station A,member,Wicker Park,60614
RIDE103560,2023-04-16,2023-04-16 00:20:00,20.0,Station B,Station A,casual,Lincoln Park,60640
RIDE103561,2023-01-31,2023-01-31 00:16:00,16.0,Station A,Station D,member,Uptown,60614
RIDE103562,2023-10-19,2023-10-19 01:54:00,114.0,Station B,Station D,casual,Lincoln Park,60622
RIDE103563,2023-06-29,2023-06-29 01:22:00,82.0,Station A,Station D,member,Downtown,60640
RIDE103564,2023-09-30,2023-09-30 00:21:00,21.0,Station C,Station D,member,Downtown,60615
RIDE103565,2023-05-24,2023-05-24 00:53:00,53.0,Station D,Station B,casual,Lincoln Park,60601
RIDE103566,2023-11-02,2023-11-02 01:29:00,89.0,Station A,Station A,casual,Hyde Park,60615
RIDE103567,2023-10-03,2023-10-03 01:42:00,102.0,Station C,Station E,casual,Lincoln Park,60615
RIDE103568,2023-03-28,2023-03-28 02:00:00,120.0,Station D,Station A,casual,Wicker Park,60640
RIDE103569,2023-06-15,2023-06-15 01:27:00,87.0,Station D,Station A,member,Hyde Park,60601
RIDE103570,2023-12-27,2023-12-27 01:17:00,77.0,Station E,Station C,casual,Hyde Park,60601
RIDE103571,2023-05-30,2023-05-30 01:47:00,107.0,Station B,Station C,casual,Lincoln Park,60622
RIDE103572,2023-05-29,2023-05-29 00:28:00,28.0,Station C,Station D,casual,Uptown,60622
RIDE103573,2023-10-21,2023-10-21 01:59:00,119.0,Station B,Station B,member,Lincoln Park,60615
RIDE103574,2023-05-17,2023-05-17 00:19:00,19.0,Station A,Station C,member,Downtown,60640
RIDE103575,2023-09-21,2023-09-21 01:34:00,94.0,Station A,Station A,member,Uptown,60614
RIDE103576,2023-12-14,2023-12-14 00:28:00,28.0,Station D,Station C,member,Uptown,60615
RIDE103577,2023-02-18,2023-02-18 00:37:00,37.0,Station C,Station B,member,Wicker Park,60622
RIDE103578,2023-03-11,2023-03-11 00:42:00,42.0,Station C,Station B,casual,Wicker Park,60622
RIDE103579,2023-07-30,2023-07-30 01:04:00,64.0,Station B,Station D,casual,Lincoln Park,60622
RIDE103580,2023-01-31,2023-01-31 01:29:00,89.0,Station B,Station A,member,Hyde Park,60622
RIDE103581,2023-05-22,2023-05-22 00:14:00,14.0,Station C,Station A,casual,Uptown,60622
RIDE103582,2023-12-02,2023-12-02 01:26:00,86.0,Station D,Station E,member,Hyde Park,60614
RIDE103583,2023-03-06,2023-03-06 01:03:00,63.0,Station D,Station D,casual,Downtown,60614
RIDE103584,2023-12-26,2023-12-26 00:40:00,40.0,Station D,Station E,member,Wicker Park,60622
RIDE103585,2023-03-09,2023-03-09 01:43:00,103.0,Station E,Station D,member,Wicker Park,60640
RIDE103586,2023-05-08,2023-05-08 00:59:00,59.0,Station B,Station B,member,Uptown,60601
RIDE103587,2023-03-16,2023-03-16 01:33:00,93.0,Station D,Station A,member,Lincoln Park,60640
RIDE103588,2023-12-31,2023-12-31 02:00:00,120.0,Station C,Station C,member,Downtown,60640
RIDE103589,2023-06-14,2023-06-14 01:30:00,90.0,Station E,Station C,casual,Hyde Park,60615
RIDE103590,2023-05-07,2023-05-07 01:43:00,103.0,Station D,Station A,member,Downtown,60622
RIDE103591,2023-12-13,2023-12-13 01:43:00,103.0,Station A,Station E,member,Hyde Park,60601
RIDE103592,2023-07-21,2023-07-21 00:46:00,46.0,Station E,Station C,member,Wicker Park,60614
RIDE103593,2023-09-08,2023-09-08 00:37:00,37.0,Station E,Station D,member,Uptown,60622
RIDE103594,2023-03-14,2023-03-14 00:25:00,25.0,Station B,Station D,casual,Downtown,60601
RIDE103595,2023-10-23,2023-10-23 01:44:00,104.0,Station A,Station E,member,Downtown,60614
RIDE103596,2023-11-20,2023-11-20 00:14:00,14.0,Station E,Station B,casual,Lincoln Park,60601
RIDE103597,2023-05-18,2023-05-18 00:40:00,40.0,Station E,Station C,casual,Downtown,60601
RIDE103598,2023-11-18,2023-11-18 01:44:00,104.0,Station B,Station C,casual,Wicker Park,60601
RIDE103599,2023-08-01,2023-08-01 00:12:00,12.0,Station C,Station E,casual,Uptown,60640
RIDE103600,2023-07-12,2023-07-12 00:53:00,53.0,Station C,Station E,member,Lincoln Park,60615
RIDE103601,2023-08-20,2023-08-20 00:54:00,54.0,Station A,Station B,casual,Hyde Park,60622
RIDE103602,2023-02-08,2023-02-08 00:47:00,47.0,Station B,Station C,casual,Hyde Park,60622
RIDE103603,2023-11-21,2023-11-21 00:12:00,12.0,Station D,Station C,casual,Wicker Park,60640
RIDE103604,2023-02-17,2023-02-17 00:38:00,38.0,Station B,Station D,casual,Downtown,60622
RIDE103605,2023-07-26,2023-07-26 01:49:00,109.0,Station D,Station B,casual,Lincoln Park,60640
RIDE103606,2023-09-21,2023-09-21 00:38:00,38.0,Station C,Station E,member,Hyde Park,60640
RIDE103607,2023-05-23,2023-05-23 00:27:00,27.0,Station A,Station D,member,Downtown,60614
RIDE103608,2023-12-22,2023-12-22 01:01:00,61.0,Station D,Station C,member,Wicker Park,60614
RIDE103609,2023-07-08,2023-07-08 00:13:00,13.0,Station C,Station D,member,Wicker Park,60640
RIDE103610,2023-08-21,2023-08-21 01:07:00,67.0,Station E,Station C,member,Wicker Park,60615
RIDE103611,2023-09-07,2023-09-07 00:30:00,30.0,Station A,Station C,member,Wicker Park,60640
RIDE103612,2023-06-17,2023-06-17 01:23:00,83.0,Station D,Station B,casual,Lincoln Park,60615
RIDE103613,2023-10-25,2023-10-25 00:55:00,55.0,Station B,Station D,casual,Hyde Park,60614
RIDE103614,2023-01-02,2023-01-02 00:27:00,27.0,Station D,Station E,casual,Wicker Park,60615
RIDE103615,2023-02-17,2023-02-17 01:27:00,87.0,Station E,Station D,casual,Wicker Park,60640
RIDE103616,2023-08-23,2023-08-23 01:07:00,67.0,Station A,Station C,casual,Wicker Park,60622
RIDE103617,2023-11-22,2023-11-22 00:18:00,18.0,Station A,Station D,member,Wicker Park,60601
RIDE103618,2023-12-07,2023-12-07 00:23:00,23.0,Station B,Station A,member,Lincoln Park,60614
RIDE103619,2023-12-24,2023-12-24 01:14:00,74.0,Station B,Station E,member,Lincoln Park,60615
RIDE103620,2023-07-03,2023-07-03 01:43:00,103.0,Station D,Station C,member,Downtown,60614
RIDE103621,2023-02-02,2023-02-02 01:00:00,60.0,Station E,Station B,member,Uptown,60640
RIDE103622,2023-10-01,2023-10-01 00:32:00,32.0,Station B,Station C,member,Wicker Park,60622
RIDE103623,2023-07-23,2023-07-23 01:23:00,83.0,Station E,Station C,casual,Downtown,60614
RIDE103624,2023-04-22,2023-04-22 01:27:00,87.0,Station D,Station D,member,Uptown,60640
RIDE103625,2023-08-08,2023-08-08 00:18:00,18.0,Station B,Station D,member,Downtown,60640
RIDE103626,2023-04-19,2023-04-19 01:01:00,61.0,Station C,Station E,member,Lincoln Park,60601
RIDE103627,2023-09-11,2023-09-11 01:36:00,96.0,Station B,Station B,member,Downtown,60622
RIDE103628,2023-05-18,2023-05-18 00:38:00,38.0,Station B,Station A,casual,Downtown,60614
RIDE103629,2023-06-15,2023-06-15 00:18:00,18.0,Station E,Station C,casual,Downtown,60622
RIDE103630,2023-05-26,2023-05-26 00:09:00,9.0,Station A,Station E,casual,Downtown,60615
RIDE103631,2023-06-22,2023-06-22 00:14:00,14.0,Station C,Station B,casual,Uptown,60615
RIDE103632,2023-10-08,2023-10-08 00:14:00,14.0,Station C,Station E,casual,Hyde Park,60640
RIDE103633,2023-10-23,2023-10-23 01:18:00,78.0,Station A,Station C,member,Hyde Park,60615
RIDE103634,2023-03-08,2023-03-08 01:38:00,98.0,Station C,Station E,casual,Hyde Park,60640
RIDE103635,2023-10-17,2023-10-17 00:37:00,37.0,Station C,Station B,casual,Lincoln Park,60622
RIDE103636,2023-09-06,2023-09-06 01:44:00,104.0,Station E,Station E,casual,Lincoln Park,60622
RIDE103637,2023-06-25,2023-06-25 01:02:00,62.0,Station A,Station B,member,Downtown,60614
RIDE103638,2023-12-16,2023-12-16 00:07:00,7.0,Station D,Station B,casual,Wicker Park,60614
RIDE103639,2023-01-25,2023-01-25 01:59:00,119.0,Station D,Station D,member,Wicker Park,60614
RIDE103640,2023-01-24,2023-01-24 01:08:00,68.0,Station D,Station A,member,Hyde Park,60614
RIDE103641,2023-02-20,2023-02-20 00:24:00,24.0,Station D,Station D,member,Downtown,60622
RIDE103642,2023-11-17,2023-11-17 01:28:00,88.0,Station C,Station A,casual,Wicker Park,60615
RIDE103643,2023-08-24,2023-08-24 01:26:00,86.0,Station C,Station E,casual,Wicker Park,60622
RIDE103644,2023-01-09,2023-01-09 00:05:00,5.0,Station E,Station E,casual,Uptown,60622
RIDE103645,2023-03-05,2023-03-05 00:09:00,9.0,Station D,Station A,member,Hyde Park,60640
RIDE103646,2023-03-22,2023-03-22 01:30:00,90.0,Station E,Station E,casual,Lincoln Park,60622
RIDE103647,2023-08-14,2023-08-14 00:54:00,54.0,Station C,Station A,casual,Lincoln Park,60640
RIDE103648,2023-08-22,2023-08-22 00:39:00,39.0,Station A,Station E,casual,Wicker Park,60640
RIDE103649,2023-01-01,2023-01-01 00:24:00,24.0,Station B,Station A,casual,Wicker Park,60640
RIDE103650,2023-08-08,2023-08-08 01:34:00,94.0,Station D,Station C,member,Hyde Park,60622
RIDE103651,2023-04-14,2023-04-14 00:47:00,47.0,Station D,Station E,member,Lincoln Park,60640
RIDE103652,2023-12-19,2023-12-19 02:00:00,120.0,Station C,Station B,member,Uptown,60622
RIDE103653,2023-03-09,2023-03-09 00:55:00,55.0,Station B,Station B,member,Downtown,60601
RIDE103654,2023-11-29,2023-11-29 01:18:00,78.0,Station E,Station C,casual,Uptown,60615
RIDE103655,2023-06-04,2023-06-04 00:05:00,5.0,Station E,Station D,member,Uptown,60615
RIDE103656,2023-03-23,2023-03-23 01:10:00,70.0,Station B,Station A,member,Wicker Park,60622
RIDE103657,2023-05-21,2023-05-21 01:35:00,95.0,Station E,Station C,casual,Lincoln Park,60601
RIDE103658,2023-02-17,2023-02-17 01:43:00,103.0,Station D,Station C,member,Uptown,60601
RIDE103659,2023-12-02,2023-12-02 01:07:00,67.0,Station D,Station E,member,Uptown,60622
RIDE103660,2023-07-04,2023-07-04 01:06:00,66.0,Station C,Station D,casual,Lincoln Park,60615
RIDE103661,2023-05-09,2023-05-09 01:00:00,60.0,Station D,Station E,member,Hyde Park,60601
RIDE103662,2023-02-12,2023-02-12 00:56:00,56.0,Station C,Station D,member,Downtown,60640
RIDE103663,2023-07-10,2023-07-10 01:53:00,113.0,Station E,Station B,member,Downtown,60615
RIDE103664,2023-12-07,2023-12-07 01:38:00,98.0,Station A,Station E,member,Downtown,60640
RIDE103665,2023-11-29,2023-11-29 01:44:00,104.0,Station A,Station C,member,Uptown,60640
RIDE103666,2023-03-26,2023-03-26 01:48:00,108.0,Station A,Station D,casual,Lincoln Park,60614
RIDE103667,2023-01-27,2023-01-27 01:45:00,105.0,Station A,Station A,casual,Wicker Park,60601
RIDE103668,2023-07-22,2023-07-22 00:13:00,13.0,Station A,Station B,casual,Uptown,60615
RIDE103669,2023-11-17,2023-11-17 01:14:00,74.0,Station E,Station D,member,Wicker Park,60614
RIDE103670,2023-06-06,2023-06-06 00:33:00,33.0,Station D,Station B,casual,Uptown,60615
RIDE103671,2023-12-25,2023-12-25 00:05:00,5.0,Station A,Station B,casual,Wicker Park,60615
RIDE103672,2023-04-30,2023-04-30 00:54:00,54.0,Station D,Station A,member,Uptown,60640
RIDE103673,2023-08-08,2023-08-08 01:33:00,93.0,Station E,Station E,member,Downtown,60622
RIDE103674,2023-12-02,2023-12-02 01:49:00,109.0,Station E,Station A,member,Wicker Park,60615
RIDE103675,2023-02-16,2023-02-16 01:44:00,104.0,Station A,Station D,casual,Lincoln Park,60640
RIDE103676,2023-12-27,2023-12-27 01:06:00,66.0,Station D,Station B,member,Lincoln Park,60622
RIDE103677,2023-02-18,2023-02-18 00:20:00,20.0,Station E,Station A,casual,Hyde Park,60614
RIDE103678,2023-01-01,2023-01-01 01:17:00,77.0,Station E,Station C,casual,Wicker Park,60622
RIDE103679,2023-04-20,2023-04-20 01:13:00,73.0,Station A,Station B,casual,Downtown,60622
RIDE103680,2023-09-02,2023-09-02 00:50:00,50.0,Station C,Station D,member,Wicker Park,60615
RIDE103681,2023-02-09,2023-02-09 00:47:00,47.0,Station D,Station C,member,Downtown,60615
RIDE103682,2023-03-09,2023-03-09 01:32:00,92.0,Station B,Station B,casual,Wicker Park,60601
RIDE103683,2023-10-31,2023-10-31 00:43:00,43.0,Station B,Station E,member,Downtown,60622
RIDE103684,2023-04-26,2023-04-26 00:56:00,56.0,Station D,Station A,casual,Lincoln Park,60614
RIDE103685,2023-09-23,2023-09-23 00:12:00,12.0,Station E,Station B,casual,Hyde Park,60601
RIDE103686,2023-12-15,2023-12-15 01:25:00,85.0,Station D,Station A,member,Hyde Park,60615
RIDE103687,2023-08-16,2023-08-16 01:27:00,87.0,Station A,Station A,member,Uptown,60601
RIDE103688,2023-01-05,2023-01-05 00:16:00,16.0,Station B,Station A,member,Wicker Park,60622
RIDE103689,2023-01-05,2023-01-05 00:51:00,51.0,Station D,Station C,casual,Hyde Park,60615
RIDE103690,2023-12-23,2023-12-23 01:13:00,73.0,Station A,Station A,casual,Uptown,60622
RIDE103691,2023-06-25,2023-06-25 01:54:00,114.0,Station C,Station B,casual,Uptown,60614
RIDE103692,2023-03-03,2023-03-03 00:48:00,48.0,Station D,Station B,member,Hyde Park,60615
RIDE103693,2023-08-05,2023-08-05 00:15:00,15.0,Station D,Station A,casual,Downtown,60622
RIDE103694,2023-12-22,2023-12-22 01:52:00,112.0,Station D,Station A,casual,Downtown,60622
RIDE103695,2023-03-09,2023-03-09 01:03:00,63.0,Station A,Station C,member,Wicker Park,60622
RIDE103696,2023-09-02,2023-09-02 01:42:00,102.0,Station C,Station D,member,Wicker Park,60622
RIDE103697,2023-02-06,2023-02-06 01:43:00,103.0,Station B,Station A,casual,Wicker Park,60615
RIDE103698,2023-04-28,2023-04-28 00:42:00,42.0,Station E,Station D,member,Uptown,60640
RIDE103699,2023-07-16,2023-07-16 01:27:00,87.0,Station C,Station C,casual,Lincoln Park,60622
RIDE103700,2023-02-15,2023-02-15 00:30:00,30.0,Station C,Station D,member,Uptown,60614
RIDE103701,2023-02-22,2023-02-22 00:27:00,27.0,Station C,Station A,member,Hyde Park,60601
RIDE103702,2023-02-22,2023-02-22 01:15:00,75.0,Station C,Station E,member,Lincoln Park,60615
RIDE103703,2023-06-10,2023-06-10 00:10:00,10.0,Station D,Station C,casual,Lincoln Park,60615
RIDE103704,2023-07-08,2023-07-08 00:54:00,54.0,Station B,Station C,member,Downtown,60622
RIDE103705,2023-06-03,2023-06-03 01:29:00,89.0,Station A,Station D,member,Hyde Park,60601
RIDE103706,2023-03-12,2023-03-12 00:29:00,29.0,Station D,Station C,member,Uptown,60622
RIDE103707,2023-07-15,2023-07-15 00:43:00,43.0,Station A,Station B,casual,Lincoln Park,60601
RIDE103708,2023-03-10,2023-03-10 01:34:00,94.0,Station A,Station C,casual,Downtown,60622
RIDE103709,2023-11-25,2023-11-25 00:54:00,54.0,Station A,Station D,casual,Uptown,60622
RIDE103710,2023-12-13,2023-12-13 01:59:00,119.0,Station B,Station E,casual,Uptown,60615
RIDE103711,2023-03-15,2023-03-15 00:18:00,18.0,Station C,Station E,member,Lincoln Park,60601
RIDE103712,2023-02-05,2023-02-05 01:25:00,85.0,Station E,Station D,casual,Downtown,60622
RIDE103713,2023-09-29,2023-09-29 01:33:00,93.0,Station E,Station E,casual,Uptown,60614
RIDE103714,2023-10-16,2023-10-16 00:50:00,50.0,Station C,Station E,member,Uptown,60614
RIDE103715,2023-01-05,2023-01-05 01:07:00,67.0,Station C,Station A,member,Uptown,60614
RIDE103716,2023-11-09,2023-11-09 00:15:00,15.0,Station B,Station D,member,Hyde Park,60622
RIDE103717,2023-11-29,2023-11-29 01:58:00,118.0,Station E,Station A,member,Wicker Park,60601
RIDE103718,2023-03-26,2023-03-26 01:25:00,85.0,Station D,Station D,member,Wicker Park,60640
RIDE103719,2023-08-14,2023-08-14 01:01:00,61.0,Station B,Station C,member,Downtown,60614
RIDE103720,2023-06-29,2023-06-29 01:39:00,99.0,Station E,Station C,member,Downtown,60601
RIDE103721,2023-04-20,2023-04-20 00:29:00,29.0,Station D,Station A,member,Hyde Park,60615
RIDE103722,2023-11-18,2023-11-18 00:22:00,22.0,Station B,Station C,member,Hyde Park,60615
RIDE103723,2023-03-19,2023-03-19 00:09:00,9.0,Station E,Station D,member,Downtown,60622
RIDE103724,2023-07-30,2023-07-30 00:29:00,29.0,Station D,Station D,casual,Hyde Park,60601
RIDE103725,2023-11-12,2023-11-12 00:08:00,8.0,Station A,Station E,casual,Lincoln Park,60601
RIDE103726,2023-12-18,2023-12-18 01:37:00,97.0,Station E,Station A,member,Uptown,60614
RIDE103727,2023-08-15,2023-08-15 01:20:00,80.0,Station D,Station D,member,Wicker Park,60622
RIDE103728,2023-04-22,2023-04-22 00:35:00,35.0,Station B,Station E,member,Downtown,60615
RIDE103729,2023-02-14,2023-02-14 01:07:00,67.0,Station D,Station E,member,Downtown,60601
RIDE103730,2023-02-21,2023-02-21 00:54:00,54.0,Station B,Station C,member,Lincoln Park,60640
RIDE103731,2023-03-13,2023-03-13 00:13:00,13.0,Station D,Station D,member,Uptown,60601
RIDE103732,2023-03-05,2023-03-05 01:46:00,106.0,Station C,Station A,member,Uptown,60601
RIDE103733,2023-10-29,2023-10-29 01:14:00,74.0,Station E,Station D,member,Uptown,60601
RIDE103734,2023-07-16,2023-07-16 01:27:00,87.0,Station B,Station A,casual,Wicker Park,60601
RIDE103735,2023-06-29,2023-06-29 00:44:00,44.0,Station D,Station D,casual,Lincoln Park,60601
RIDE103736,2023-08-08,2023-08-08 01:08:00,68.0,Station B,Station A,casual,Uptown,60614
RIDE103737,2023-06-11,2023-06-11 01:13:00,73.0,Station A,Station D,casual,Wicker Park,60601
RIDE103738,2023-03-13,2023-03-13 01:51:00,111.0,Station B,Station C,member,Uptown,60601
RIDE103739,2023-05-07,2023-05-07 01:48:00,108.0,Station E,Station E,member,Hyde Park,60615
RIDE103740,2023-05-22,2023-05-22 01:02:00,62.0,Station A,Station A,casual,Downtown,60615
RIDE103741,2023-11-27,2023-11-27 00:07:00,7.0,Station E,Station A,casual,Downtown,60601
RIDE103742,2023-02-13,2023-02-13 00:09:00,9.0,Station D,Station B,casual,Uptown,60640
RIDE103743,2023-05-08,2023-05-08 00:48:00,48.0,Station C,Station A,member,Lincoln Park,60640
RIDE103744,2023-10-11,2023-10-11 00:12:00,12.0,Station E,Station D,casual,Lincoln Park,60622
RIDE103745,2023-11-04,2023-11-04 00:48:00,48.0,Station B,Station D,casual,Uptown,60614
RIDE103746,2023-11-04,2023-11-04 01:45:00,105.0,Station C,Station C,member,Hyde Park,60622
RIDE103747,2023-11-08,2023-11-08 01:37:00,97.0,Station B,Station B,casual,Wicker Park,60614
RIDE103748,2023-05-26,2023-05-26 00:10:00,10.0,Station A,Station E,casual,Hyde Park,60622
RIDE103749,2023-12-20,2023-12-20 00:56:00,56.0,Station A,Station D,casual,Hyde Park,60615
RIDE103750,2023-01-14,2023-01-14 00:20:00,20.0,Station A,Station A,member,Wicker Park,60640
RIDE103751,2023-12-04,2023-12-04 00:32:00,32.0,Station D,Station C,member,Hyde Park,60601
RIDE103752,2023-06-04,2023-06-04 01:48:00,108.0,Station A,Station C,member,Uptown,60614
RIDE103753,2023-04-16,2023-04-16 01:28:00,88.0,Station E,Station E,casual,Downtown,60622
RIDE103754,2023-09-23,2023-09-23 01:30:00,90.0,Station B,Station D,casual,Lincoln Park,60615
RIDE103755,2023-11-07,2023-11-07 01:11:00,71.0,Station A,Station B,member,Downtown,60640
RIDE103756,2023-09-18,2023-09-18 01:03:00,63.0,Station E,Station E,member,Lincoln Park,60601
RIDE103757,2023-04-07,2023-04-07 01:31:00,91.0,Station E,Station D,member,Uptown,60601
RIDE103758,2023-07-20,2023-07-20 01:56:00,116.0,Station A,Station A,member,Lincoln Park,60640
RIDE103759,2023-06-01,2023-06-01 01:56:00,116.0,Station E,Station A,member,Hyde Park,60622
RIDE103760,2023-11-27,2023-11-27 01:13:00,73.0,Station D,Station B,casual,Uptown,60615
RIDE103761,2023-01-28,2023-01-28 00:24:00,24.0,Station A,Station E,casual,Uptown,60622
RIDE103762,2023-05-03,2023-05-03 01:39:00,99.0,Station B,Station A,member,Downtown,60640
RIDE103763,2023-09-11,2023-09-11 01:19:00,79.0,Station D,Station E,member,Wicker Park,60601
RIDE103764,2023-07-17,2023-07-17 00:34:00,34.0,Station C,Station D,member,Wicker Park,60615
RIDE103765,2023-02-27,2023-02-27 00:14:00,14.0,Station B,Station A,member,Wicker Park,60640
RIDE103766,2023-05-04,2023-05-04 00:09:00,9.0,Station B,Station E,casual,Wicker Park,60614
RIDE103767,2023-09-13,2023-09-13 01:39:00,99.0,Station B,Station B,member,Lincoln Park,60601
RIDE103768,2023-11-23,2023-11-23 00:23:00,23.0,Station C,Station D,member,Hyde Park,60615
RIDE103769,2023-11-01,2023-11-01 01:07:00,67.0,Station B,Station C,member,Downtown,60640
RIDE103770,2023-02-06,2023-02-06 01:28:00,88.0,Station E,Station E,casual,Lincoln Park,60601
RIDE103771,2023-09-28,2023-09-28 00:07:00,7.0,Station B,Station D,casual,Hyde Park,60622
RIDE103772,2023-01-07,2023-01-07 01:05:00,65.0,Station D,Station E,member,Uptown,60614
RIDE103773,2023-07-04,2023-07-04 01:24:00,84.0,Station C,Station A,member,Hyde Park,60614
RIDE103774,2023-06-12,2023-06-12 00:10:00,10.0,Station A,Station C,member,Lincoln Park,60622
RIDE103775,2023-03-09,2023-03-09 00:36:00,36.0,Station C,Station E,casual,Lincoln Park,60640
RIDE103776,2023-07-18,2023-07-18 01:34:00,94.0,Station A,Station A,member,Lincoln Park,60640
RIDE103777,2023-10-19,2023-10-19 01:28:00,88.0,Station B,Station E,member,Hyde Park,60615
RIDE103778,2023-08-04,2023-08-04 00:21:00,21.0,Station A,Station D,member,Wicker Park,60615
RIDE103779,2023-07-07,2023-07-07 00:06:00,6.0,Station E,Station B,casual,Downtown,60640
RIDE103780,2023-10-07,2023-10-07 00:27:00,27.0,Station A,Station D,member,Lincoln Park,60640
RIDE103781,2023-12-16,2023-12-16 01:25:00,85.0,Station A,Station C,casual,Uptown,60615
RIDE103782,2023-03-30,2023-03-30 00:11:00,11.0,Station D,Station B,member,Downtown,60622
RIDE103783,2023-08-30,2023-08-30 02:00:00,120.0,Station E,Station A,casual,Hyde Park,60640
RIDE103784,2023-02-07,2023-02-07 00:44:00,44.0,Station A,Station C,casual,Lincoln Park,60601
RIDE103785,2023-01-09,2023-01-09 01:50:00,110.0,Station A,Station E,casual,Uptown,60614
RIDE103786,2023-10-28,2023-10-28 01:46:00,106.0,Station B,Station C,casual,Lincoln Park,60614
RIDE103787,2023-02-04,2023-02-04 00:17:00,17.0,Station C,Station D,member,Lincoln Park,60615
RIDE103788,2023-01-08,2023-01-08 01:03:00,63.0,Station C,Station A,casual,Uptown,60615
RIDE103789,2023-05-15,2023-05-15 01:23:00,83.0,Station B,Station B,casual,Downtown,60614
RIDE103790,2023-04-21,2023-04-21 00:26:00,26.0,Station A,Station A,casual,Wicker Park,60640
RIDE103791,2023-01-21,2023-01-21 01:51:00,111.0,Station A,Station B,casual,Wicker Park,60601
RIDE103792,2023-01-31,2023-01-31 01:20:00,80.0,Station D,Station D,casual,Hyde Park,60640
RIDE103793,2023-07-23,2023-07-23 00:13:00,13.0,Station C,Station D,member,Wicker Park,60640
RIDE103794,2023-09-17,2023-09-17 01:49:00,109.0,Station B,Station B,member,Downtown,60640
RIDE103795,2023-05-27,2023-05-27 01:49:00,109.0,Station D,Station A,casual,Lincoln Park,60601
RIDE103796,2023-11-18,2023-11-18 00:18:00,18.0,Station A,Station D,member,Lincoln Park,60615
RIDE103797,2023-12-31,2023-12-31 00:19:00,19.0,Station D,Station B,casual,Wicker Park,60614
RIDE103798,2023-09-14,2023-09-14 01:08:00,68.0,Station A,Station D,casual,Hyde Park,60640
RIDE103799,2023-08-01,2023-08-01 01:21:00,81.0,Station D,Station A,member,Lincoln Park,60601
RIDE103800,2023-08-05,2023-08-05 01:47:00,107.0,Station A,Station C,casual,Hyde Park,60622
RIDE103801,2023-12-26,2023-12-26 01:23:00,83.0,Station D,Station B,member,Wicker Park,60622
RIDE103802,2023-07-25,2023-07-25 00:33:00,33.0,Station A,Station B,casual,Lincoln Park,60640
RIDE103803,2023-02-12,2023-02-12 00:13:00,13.0,Station B,Station C,member,Lincoln Park,60601
RIDE103804,2023-11-24,2023-11-24 01:47:00,107.0,Station D,Station E,casual,Hyde Park,60640
RIDE103805,2023-10-02,2023-10-02 00:30:00,30.0,Station D,Station D,member,Wicker Park,60640
RIDE103806,2023-10-03,2023-10-03 00:59:00,59.0,Station C,Station B,member,Hyde Park,60614
RIDE103807,2023-11-12,2023-11-12 00:48:00,48.0,Station D,Station D,member,Uptown,60622
RIDE103808,2023-03-20,2023-03-20 01:48:00,108.0,Station B,Station A,casual,Wicker Park,60615
RIDE103809,2023-05-23,2023-05-23 01:51:00,111.0,Station B,Station A,member,Uptown,60622
RIDE103810,2023-02-12,2023-02-12 01:39:00,99.0,Station C,Station B,casual,Downtown,60615
RIDE103811,2023-06-08,2023-06-08 01:31:00,91.0,Station A,Station B,casual,Uptown,60615
RIDE103812,2023-02-10,2023-02-10 00:56:00,56.0,Station B,Station B,casual,Wicker Park,60622
